iter	MultiClass
677	0.3133633156
678	0.3132880966
679	0.3131267593
680	0.3129275802
681	0.3127262478
682	0.3125505993
683	0.3124996504
684	0.312408803
685	0.3123156529
686	0.3121927671
687	0.3120910504
688	0.3119585037
689	0.3118925565
690	0.3116951748
691	0.3115643516
692	0.3113731662
693	0.3112040728
694	0.3110095755
695	0.3106474529
696	0.3105457579
697	0.310368182
698	0.3102786549
699	0.3100827758
700	0.30998744
701	0.3098490779
702	0.309743771
703	0.3096076423
704	0.3094945989
705	0.3094294894
706	0.3093418998
707	0.3091568322
708	0.3089963371
709	0.3088756944
710	0.3086612226
711	0.3085648758
712	0.3084112154
713	0.3082323686
714	0.3080427549
715	0.3079394274
716	0.3078423894
717	0.3077226613
718	0.3076600728
719	0.3074424859
720	0.3073088969
721	0.307179688
722	0.3071168097
723	0.3069979487
724	0.3067741468
725	0.3066208052
726	0.3064990479
727	0.3063197319
728	0.3061565229
729	0.3059497747
730	0.3058676072
731	0.3057019826
732	0.3054054902
733	0.3051840747
734	0.3048947092
735	0.3047893844
736	0.3047037871
737	0.3045759781
738	0.3044483217
739	0.3043064527
740	0.3041412504
741	0.3040470166
742	0.3038444118
743	0.3036336018
744	0.3035023557
745	0.3034185597
746	0.3033477589
747	0.3031921294
748	0.3030899171
749	0.302911229
750	0.302724388
751	0.3025878925
752	0.3024709048
753	0.3023642353
754	0.3022162799
755	0.3020614462
756	0.3019430296
757	0.3017672889
758	0.3015725616
759	0.3014827689
760	0.3013754658
761	0.3012262075
762	0.3011165094
763	0.3009689922
764	0.3009007334
765	0.3007177468
766	0.3006149557
767	0.3004814903
768	0.3004296869
769	0.3001693905
770	0.3000219004
771	0.2999051203
772	0.2998488474
773	0.2996460134
774	0.2993615642
775	0.2992909053
776	0.2991108927
777	0.2990719443
778	0.2989506646
779	0.298842187
780	0.2987643333
781	0.2986377121
782	0.298568752
783	0.2984129932
784	0.2982863479
785	0.2981548477
786	0.2980094884
787	0.2978652369
788	0.2976875256
789	0.2974636791
790	0.2972674972
791	0.2971579061
792	0.2970947743
793	0.2969862834
794	0.2967848123
795	0.2965179838
796	0.2962830698
797	0.2960342533
798	0.2957717347
799	0.295644984
800	0.2955581112
801	0.2953655515
802	0.295241241
803	0.2951229079
804	0.2948961937
805	0.2946619087
806	0.2944160305
807	0.2942921614
808	0.2940523288
809	0.2938610304
810	0.2937422181
811	0.2936453318
812	0.2934684313
813	0.2933588144
814	0.2931215104
815	0.2929708932
816	0.2927401039
817	0.2924913379
818	0.2923442049
819	0.292146347
820	0.2919916492
821	0.2917355253
822	0.2916330111
823	0.2915318087
824	0.2913702039
825	0.291290994
826	0.2911037094
827	0.2909665239
828	0.2908797184
829	0.2907698956
830	0.2906659941
831	0.2905144127
832	0.2902887258
833	0.2900777265
834	0.2899300088
835	0.2897442744
836	0.2895604562
837	0.2894466328
838	0.2892616282
839	0.2892061598
840	0.2890308869
841	0.2889281083
842	0.2887839598
843	0.2886955643
844	0.2886474081
845	0.2885307497
846	0.2884136058
847	0.2882602311
848	0.2881362957
849	0.2879666526
850	0.2879141493
851	0.2877488325
852	0.2875636906
853	0.2873801778
854	0.2872634536
855	0.2870756087
856	0.2869209544
857	0.2868624005
858	0.2867156182
859	0.2865419969
860	0.2863575134
861	0.2862224267
862	0.2860689994
863	0.2858684272
864	0.2855975944
865	0.2855066603
866	0.2853357919
867	0.2852704525
868	0.2850702856
869	0.2848228595
870	0.2846440197
871	0.2845723883
872	0.2843817803
873	0.2842570669
874	0.2841124575
875	0.2840052439
876	0.2837834251
877	0.2837170768
878	0.2835628553
879	0.2833406593
880	0.2832128577
881	0.2830083751
882	0.2829053203
883	0.2828458598
884	0.2826557812
885	0.2825092619
886	0.2824088974
887	0.2822765234
888	0.2822143306
889	0.2821162459
890	0.2819721169
891	0.2817813854
892	0.2817092176
893	0.2815933911
894	0.281520642
895	0.2814164509
896	0.2812666623
897	0.2811351642
898	0.2810610619
899	0.2809963054
900	0.2808916502
901	0.2806502139
902	0.2805256256
903	0.2803528518
904	0.280251928
905	0.2800117901
906	0.2798254212
907	0.2796760618
908	0.2795987589
909	0.2794824277
910	0.279394567
911	0.2792570287
912	0.2791321614
913	0.2790534214
914	0.2789645249
915	0.2788704091
916	0.2787542211
917	0.2786285493
918	0.278470234
919	0.278360005
920	0.2782227673
921	0.2781282169
922	0.2780098634
923	0.2779286436
924	0.2777490538
925	0.2775607577
926	0.2774595568
927	0.2773224271
928	0.2771591462
929	0.2770595752
930	0.2769314115
931	0.2767879873
932	0.2766370837
933	0.2765439298
934	0.2763600177
935	0.2763093293
936	0.2762113494
937	0.2760918977
938	0.2760306711
939	0.275926192
940	0.2758628966
941	0.2756719568
942	0.2755579852
943	0.2754914004
944	0.2753907111
945	0.2752650082
946	0.2751463692
947	0.2749755841
948	0.2748461051
949	0.2747117982
950	0.2745723882
951	0.2743725511
952	0.2742090853
953	0.2740317948
954	0.27389389
955	0.2738146475
956	0.273727471
957	0.2735930974
958	0.2735209086
959	0.2733782385
960	0.2732935719
961	0.2731281772
962	0.2729673787
963	0.2728761915
964	0.272838141
965	0.2727062856
966	0.2726114699
967	0.2725168927
968	0.2724151289
969	0.2722447585
970	0.2720736338
971	0.2719279823
972	0.2717884667
973	0.2716362669
974	0.271551213
975	0.271481369
976	0.2713216412
977	0.2712490815
978	0.2711148363
979	0.2709605636
980	0.2708246105
981	0.2707030352
982	0.2706221474
983	0.2705241271
984	0.2703672016
985	0.270297942
986	0.2702291834
987	0.270125664
988	0.269970467
989	0.2698387767
990	0.2697221497
991	0.2695811
992	0.2694560505
993	0.2693174149
994	0.2692079968
995	0.2691121855
996	0.2690163315
997	0.2688607901
998	0.2686553406
999	0.268512892
